0.57021976,1.074198,0.8536188
0.592943,0.83155376,0.6616787
0.60265315,0.740676,0.6053872
0.60327625,0.71150464,0.58577937
0.6037426,0.7042658,0.5789687
0.6078729,0.70990485,0.5763656
0.6140024,0.7216251,0.5811936
0.60342044,0.724293,0.591815
0.59151566,0.74887127,0.5993283
0.5759232,0.7812031,0.6051563
0.5588896,0.8164241,0.6084109
0.54164106,0.85394114,0.6087225
0.5244501,0.8947354,0.6067033
0.50868255,0.9388566,0.6030535
0.49677125,0.98576313,0.59913206
0.4900328,1.0349878,0.5961325
0.48779824,1.0844162,0.59505963
0.48859766,1.1319413,0.5964906
0.4910192,1.176282,0.6004527
0.49403718,1.2168019,0.60653436
0.49700677,1.2533597,0.61430067
0.49957556,1.2860256,0.6234572
0.50159067,1.3149192,0.63383925
0.503002,1.3401343,0.64536995
0.50378203,1.3616964,0.65806454
0.50388783,1.3795396,0.67203194
0.50325763,1.393533,0.68746
0.50182337,1.4034789,0.7045884
0.49952582,1.4091346,0.7236807
0.49631867,1.4103721,0.7449313
0.49217564,1.4073492,0.7683547
0.48703238,1.4003754,0.79383254
0.4807391,1.3899091,0.82114387
0.47319648,1.3774142,0.8496515
0.46456623,1.3652434,0.87831664
0.455213,1.3549498,0.9063791
0.4455164,1.3466696,0.933717
0.43575236,1.3399743,0.9604243
0.42608568,1.3345275,0.9864793
0.41660693,1.3301789,1.0117449
0.40736228,1.3268952,1.0360645
0.39837137,1.3246989,1.0593113
0.3896402,1.3236303,1.0814085
0.38116485,1.3237296,1.1023425
0.3729379,1.3250147,1.1221504
0.36494938,1.3274764,1.1409112
0.35719115,1.3310726,1.1587245
0.34965703,1.3357377,1.1756923
0.34234074,1.3413804,1.1919178
0.33523583,1.3478966,1.2074949
0.3283367,1.3551732,1.2225116
0.3216362,1.3630985,1.2370483
0.31512782,1.371563,1.2511728
0.30880383,1.3804623,1.264953
0.3026585,1.3897043,1.2784446
0.29668492,1.3992026,1.2916979
0.29087818,1.4088836,1.3047594
